param cost :=
[31,6] 9759
[32,6] 7436
[33,6] 8430
[34,6] 8424
[35,6] 8650
[36,6] 9373
[37,6] 8884
[38,6] 9621
[39,6] 8437
[40,6] 6792
[1,7] 8162
[2,7] 7956
[3,7] 7814
[4,7] 6436
[5,7] 7219
[6,7] 8428
[7,7] 7940
[8,7] 8402
[9,7] 9021
[10,7] 8538
[11,7] 8381
[12,7] 10129
[13,7] 7170
[14,7] 7848
[15,7] 7512
[16,7] 8499
[17,7] 7870
[18,7] 6788
[19,7] 7771
[20,7] 8738
[21,7] 9098
[22,7] 8778
[23,7] 8806
[24,7] 9085
[25,7] 8525
[26,7] 8607
[27,7] 8693
[28,7] 5891
[29,7] 8991
[30,7] 9913
[31,7] 8096
[32,7] 10481
[33,7] 8295
[34,7] 8008
[35,7] 7619
[36,7] 6096
[37,7] 8403
[38,7] 7831
[39,7] 8562
[40,7] 7483
[1,8] 9127
[2,8] 9346
[3,8] 8082
[4,8] 8777
[5,8] 7243
[6,8] 8877
[7,8] 7497
[8,8] 8707
[9,8] 7914
[10,8] 8919
[11,8] 7236
[12,8] 8320
[13,8] 9920
[14,8] 7859
[15,8] 10386
[16,8] 8224
[17,8] 6696
[18,8] 9224
[19,8] 7606
[20,8] 9076
[21,8] 9989
[22,8] 7584
[23,8] 7807
[24,8] 10474
[25,8] 8153
[26,8] 8953
[27,8] 10430
[28,8] 8530
[29,8] 9198
[30,8] 6369
[31,8] 9857
[32,8] 7883
[33,8] 8639
[34,8] 7130
[35,8] 6744
[36,8] 10238
[37,8] 7567
[38,8] 6961
[39,8] 6709
[40,8] 8581
[1,9] 6515
[2,9] 6615
[3,9] 7284
[4,9] 8063
[5,9] 7311
[6,9] 8292
[7,9] 7145
[8,9] 8403
[9,9] 6038
[10,9] 6556
[11,9] 8280
[12,9] 8290
[13,9] 7082
[14,9] 9798
[15,9] 6810
[16,9] 8426
[17,9] 8264
[18,9] 7029
[19,9] 7769
[20,9] 6445
[21,9] 7654
[22,9] 7595
[23,9] 9538
[24,9] 7316
[25,9] 9543
[26,9] 7626
[27,9] 8271
[28,9] 8440
[29,9] 9296
[30,9] 8525
[31,9] 7382
[32,9] 8924
[33,9] 8416
[34,9] 7697
[35,9] 5694
[36,9] 8751
[37,9] 8325
[38,9] 7895
[39,9] 7833
[40,9] 7519
[1,10] 9185
[2,10] 7020
[3,10] 7345
[4,10] 8248
[5,10] 7976
[6,10] 8553
[7,10] 7667
[8,10] 8370
[9,10] 7900
[10,10] 9353
[11,10] 8487
[12,10] 6124
[13,10] 8083
[14,10] 8190
[15,10] 6299
[16,10] 8713
[17,10] 6715
[18,10] 7786
[19,10] 8779
[20,10] 6796
[21,10] 8580
[22,10] 10656
[23,10] 9125
[24,10] 7434
[25,10] 9483
[26,10] 7621
[27,10] 8364
[28,10] 8650
[29,10] 6785
[30,10] 6938
[31,10] 8121
[32,10] 7407
[33,10] 6733
[34,10] 8014
[35,10] 8310
[36,10] 8421
[37,10] 8425
[38,10] 8163
[39,10] 7280
[40,10] 7781
[1,11] 8349
[2,11] 8077
[3,11] 10914
[4,11] 9265
[5,11] 8662
[6,11] 8960
[7,11] 8890
[8,11] 8808
[9,11] 10686
[10,11] 9695
[11,11] 7657
[12,11] 7171
[13,11] 6973
[14,11] 8874
[15,11] 7177
[16,11] 8266
[17,11] 8418
[18,11] 8438
[19,11] 9670
[20,11] 8093
[21,11] 7900
[22,11] 10211
[23,11] 8161
[24,11] 8978
[25,11] 7655
[26,11] 9766
[27,11] 8295
[28,11] 8025
[29,11] 9381
[30,11] 8490
[31,11] 7493
[32,11] 7531
[33,11] 7613
[34,11] 5682
[35,11] 9209
[36,11] 8456
[37,11] 8786
[38,11] 9798
[39,11] 10303
[40,11] 8885
[1,12] 9204
[2,12] 7242
[3,12] 8973
[4,12] 8116
[5,12] 7918
[6,12] 5877
[7,12] 7678
[8,12] 7595
[9,12] 7539
[10,12] 5918
[11,12] 8899
[12,12] 8199
[13,12] 5292
[14,12] 7685
[15,12] 9259
[16,12] 9121
[17,12] 6941
[18,12] 8676
[19,12] 6523
[20,12] 9046
[21,12] 7895
[22,12] 10193
[23,12] 8581
[24,12] 8449
[25,12] 7893
[26,12] 7197
[27,12] 8348
[28,12] 9449
[29,12] 8805
[30,12] 6972
[31,12] 9147
[32,12] 8691
[33,12] 5106
[34,12] 7768
[35,12] 7547
[36,12] 9041
[37,12] 7542
[38,12] 8203
[39,12] 10185
[40,12] 7925
;
