param revenue :=
[30,4] 8457
[31,4] 10587
[32,4] 9242
[33,4] 6392
[34,4] 9167
[35,4] 8117
[36,4] 9969
[37,4] 8035
[38,4] 7672
[39,4] 7534
[40,4] 7833
[1,5] 7656
[2,5] 9569
[3,5] 10578
[4,5] 8396
[5,5] 6941
[6,5] 9178
[7,5] 7011
[8,5] 7516
[9,5] 9798
[10,5] 8850
[11,5] 8321
[12,5] 8775
[13,5] 9478
[14,5] 10019
[15,5] 10814
[16,5] 8040
[17,5] 8215
[18,5] 8635
[19,5] 9091
[20,5] 10220
[21,5] 7631
[22,5] 8757
[23,5] 9092
[24,5] 6858
[25,5] 10776
[26,5] 9172
[27,5] 10066
[28,5] 8029
[29,5] 8805
[30,5] 7947
[31,5] 7699
[32,5] 10513
[33,5] 7341
[34,5] 8267
[35,5] 8011
[36,5] 9730
[37,5] 9421
[38,5] 9495
[39,5] 8171
[40,5] 9847
[1,6] 10235
[2,6] 11499
[3,6] 8595
[4,6] 8584
[5,6] 10962
[6,6] 10659
[7,6] 9583
[8,6] 9322
[9,6] 10146
[10,6] 8463
[11,6] 9941
[12,6] 9425
[13,6] 8502
[14,6] 8083
[15,6] 11058
[16,6] 9359
[17,6] 7978
[18,6] 8792
[19,6] 8174
[20,6] 10594
[21,6] 8607
[22,6] 10907
[23,6] 9493
[24,6] 9047
[25,6] 6957
[26,6] 9276
[27,6] 8429
[28,6] 8458
[29,6] 10698
[30,6] 7951
[31,6] 10657
[32,6] 8342
[33,6] 9361
[34,6] 9468
[35,6] 9763
[36,6] 10278
[37,6] 9842
[38,6] 10557
[39,6] 9562
[40,6] 7814
[1,7] 9167
[2,7] 9166
[3,7] 8810
[4,7] 7234
[5,7] 7972
[6,7] 9595
[7,7] 9014
[8,7] 9242
[9,7] 10099
[10,7] 9663
[11,7] 9343
[12,7] 11072
[13,7] 8247
[14,7] 8744
[15,7] 8683
[16,7] 9468
[17,7] 8753
[18,7] 7778
[19,7] 8763
[20,7] 9691
[21,7] 9887
[22,7] 9806
[23,7] 10014
[24,7] 10139
[25,7] 9637
[26,7] 9676
[27,7] 9801
[28,7] 6916
[29,7] 9971
[30,7] 11064
[31,7] 9206
[32,7] 11606
[33,7] 9161
[34,7] 9056
[35,7] 8609
[36,7] 7242
[37,7] 9302
[38,7] 8763
[39,7] 9540
[40,7] 8469
[1,8] 10320
[2,8] 10325
[3,8] 8932
[4,8] 9842
[5,8] 8183
[6,8] 9753
[7,8] 8564
[8,8] 9683
[9,8] 9023
[10,8] 10022
[11,8] 8372
[12,8] 9374
[13,8] 11012
[14,8] 8726
[15,8] 11431
[16,8] 9143
[17,8] 7692
[18,8] 10235
[19,8] 8616
[20,8] 10120
[21,8] 10778
[22,8] 8711
[23,8] 8811
[24,8] 11521
[25,8] 9196
[26,8] 9651
[27,8] 11476
[28,8] 9659
[29,8] 10233
[30,8] 7410
[31,8] 10890
[32,8] 8833
[33,8] 9667
[34,8] 8173
[35,8] 7731
[36,8] 10945
[37,8] 8664
[38,8] 7892
[39,8] 7726
[40,8] 9546
[1,9] 7439
[2,9] 7673
[3,9] 8316
[4,9] 9185
[5,9] 8422
[6,9] 9272
[7,9] 8261
[8,9] 9343
[9,9] 7074
[10,9] 7695
[11,9] 9361
[12,9] 9394
[13,9] 8218
[14,9] 10719
[15,9] 7936
[16,9] 9395
[17,9] 9301
[18,9] 8090
[19,9] 8690
[20,9] 7279
[21,9] 8683
[22,9] 8499
[23,9] 10524
[24,9] 8420
[25,9] 10644
[26,9] 8619
[27,9] 9205
[28,9] 9430
[29,9] 10253
[30,9] 9532
[31,9] 8398
[32,9] 9824
[33,9] 9510
[34,9] 8760
[35,9] 6681
[36,9] 9746
[37,9] 9318
[38,9] 8864
[39,9] 8621
[40,9] 8421
[1,10] 10256
[2,10] 8207
[3,10] 8389
[4,10] 9245
[5,10] 8964
[6,10] 9515
[7,10] 8543
[8,10] 9324
[9,10] 8845
[10,10] 10376
[11,10] 9469
[12,10] 7050
[13,10] 8993
[14,10] 9111
[15,10] 7451
[16,10] 9717
[17,10] 7819
[18,10] 8579
[19,10] 9810
[20,10] 8087
[21,10] 9671
[22,10] 11724
[23,10] 10244
[24,10] 8474
[25,10] 10548
[26,10] 8748
[27,10] 9261
[28,10] 9615
[29,10] 7970
[30,10] 7799
[31,10] 9203
[32,10] 8421
[33,10] 7760
[34,10] 9098
[35,10] 9216
[36,10] 9439
[37,10] 9569
[38,10] 9176
[39,10] 8269
[40,10] 8725
[1,11] 9462
[2,11] 9078
[3,11] 11935
[4,11] 10283
[5,11] 9841
[6,11] 10055
[7,11] 9958
[8,11] 9854
[9,11] 11622
[10,11] 10716
[11,11] 8632
[12,11] 8187
[13,11] 7952
[14,11] 9804
[15,11] 8227
[16,11] 9319
[17,11] 9237
[18,11] 9401
[19,11] 10677
[20,11] 9009
[21,11] 8934
[22,11] 11144
[23,11] 9318
[24,11] 9801
[25,11] 8513
[26,11] 10555
[27,11] 9379
[28,11] 9116
[29,11] 10340
[30,11] 9566
[31,11] 8503
[32,11] 8632
[33,11] 8659
[34,11] 6954
[35,11] 10332
[36,11] 9562
[37,11] 9712
[38,11] 10878
[39,11] 11301
[40,11] 9919
[1,12] 10287
[2,12] 8292
[3,12] 9937
[4,12] 9108
[5,12] 8840
[6,12] 6970
[7,12] 8475
[8,12] 8868
[9,12] 8640
[10,12] 6849
[11,12] 9906
[12,12] 9112
[13,12] 6376
[14,12] 8822
[15,12] 10137
[16,12] 10007
[17,12] 7959
[18,12] 9673
[19,12] 7565
[20,12] 10113
[21,12] 8886
[22,12] 11151
[23,12] 9562
[24,12] 9247
[25,12] 8814
[26,12] 8235
[27,12] 9401
[28,12] 10432
[29,12] 9776
[30,12] 8018
[31,12] 10227
[32,12] 9550
[33,12] 6136
[34,12] 8812
[35,12] 8348
[36,12] 9948
[37,12] 8565
[38,12] 9248
[39,12] 11088
[40,12] 9101
;
